0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,labels
0.19762731481481483,-464.0950012207031,44.970035552978516,-25.712646484375,-16.302492141723633,-32.58202362060547,-17.122697830200195,-19.75366973876953,-12.26731014251709,-8.598949432373047,-12.360755920410156,-19.394832611083984,-3.752199411392212,-10.118680953979492,-4.904914379119873,-0.5302068591117859,-2.505419969558716,0.11615344136953354,3.948537588119507,4.7080302238464355,3.3134450912475586,angry
0.3458297164351852,-280.578159630183,12.382171415892731,-5.900786708212064,-9.253420732946475,-10.211164676333413,-6.498351272217774,-4.659024301574902,-5.91916788384212,-1.6869392397208864,-3.4930444537968386,-7.8558813446993305,-0.8211541895873367,-3.2172891625260474,-0.6460685614356974,0.14069901189934703,-0.610362296084233,1.2876066434322888,3.694168482995147,3.73696541805102,4.120636011417691,angry
0.22496744791666667,-508.33819580078125,37.0814323425293,-33.03274917602539,-23.942995071411133,-35.98952102661133,-19.377702713012695,-22.4075927734375,-12.80318832397461,-8.331047058105469,-15.390731811523438,-19.079469680786133,0.5770862698554993,-10.267118453979492,-1.3796687126159668,-0.7153666019439697,-0.2662472128868103,1.461394190788269,4.674476623535156,2.0173733234405518,3.7121009826660156,angry
0.18748191550925927,-504.5951232910156,46.63591766357422,-23.34419059753418,-11.04096794128418,-28.594331741333008,-26.922670364379883,-15.238049507141113,-5.96389102935791,-9.177156448364258,-15.670354843139648,-13.269437789916992,3.833587646484375,-9.265959739685059,3.5695388317108154,14.306621551513672,2.36541485786438,5.403560638427734,2.214503526687622,-3.0886993408203125,-1.2318685054779053,fear
0.2995334201388889,-400.8675614849927,25.06761648086183,-5.751204023246504,-13.774553353275234,-16.22359239497191,-18.069309387111613,-10.318792743689617,-4.740673160321224,-7.85807854832435,-9.910719683399995,-8.243444814102,-1.677683050402151,-3.8802348422517436,3.6759618737739794,7.747386353901196,5.639631993444651,5.759478567805092,2.4012090756935724,-0.7855556825094533,-1.708044490356951,fear
0.19562355324074074,-566.5258178710938,43.07062911987305,-25.56630516052246,-13.403616905212402,-31.19329071044922,-27.790388107299805,-15.732258796691895,-3.9190385341644287,-9.879493713378906,-16.86034393310547,-10.641138076782227,5.239039897918701,-10.048831939697266,10.516314506530762,13.403576850891113,0.5666818022727966,2.798624277114868,-2.213648796081543,-3.5363240242004395,1.2138136625289917,fear
0.19990143952546297,-350.6421813964844,11.049589157104492,-52.86142349243164,-11.949384689331055,-37.44186782836914,-24.996187210083008,-6.323856353759766,2.8119399547576904,12.465520858764648,16.712522506713867,15.493290901184082,20.660446166992188,-8.171211242675781,-2.204096555709839,0.5485167503356934,-12.308048248291016,-0.4576509892940521,1.3028992414474487,1.3202852010726929,-2.811690330505371,fear
0.2869059244791667,-247.39256139401334,9.269281431288201,-23.895169813910183,-10.365082239558289,-17.90944580364866,-14.88547541891132,-5.226173854413524,1.2306733131132672,8.63918911714516,10.947412962287437,11.48929451862205,10.174008574958773,-4.881985820738186,-4.62354831907163,-3.104675151062135,-8.571363122223831,-1.3649468778799472,2.4934595275847755,1.9621513681376253,-0.9164797598693482,fear
0.20885778356481483,-405.73968505859375,2.832817554473877,-57.26630401611328,-14.012425422668457,-39.86882781982422,-22.064090728759766,-2.6278491020202637,9.826884269714355,17.3112735748291,18.309179306030273,17.55287742614746,15.653191566467285,-16.244768142700195,0.5865681767463684,-3.058403968811035,-9.931292533874512,3.780946731567383,1.765066385269165,0.0145738385617733,-4.847037315368652,fear
0.1759033203125,-369.34100341796875,43.835636138916016,-30.821788787841797,-11.73308277130127,-33.01874923706055,-13.814629554748535,-8.821222305297852,-15.509648323059082,-5.888337135314941,-11.70632266998291,-16.024673461914062,5.643665790557861,-3.5042104721069336,10.984716415405273,12.67490005493164,4.349340438842773,4.871853828430176,-0.7052770256996155,0.5988453030586243,-1.181945562362671,angry
